"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1110845896378310656","https://twitter.com/aaronlouie_ml/status/1110845896378310656","May attitude HAHAH https://t.co/asxUHnfTgT","2019-03-27 10:07 +0000","125.0","2.0","0.016","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1110792983303979008","https://twitter.com/aaronlouie_ml/status/1110792983303979008","Hilo na ako","2019-03-27 06:37 +0000","132.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1110695637958299649","https://twitter.com/aaronlouie_ml/status/1110695637958299649","bimby wag ka nang mag-alinlangan pa","2019-03-27 00:10 +0000","194.0","2.0","0.010309278350515464","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1110580397128089600","https://twitter.com/aaronlouie_ml/status/1110580397128089600","matic atang mapangitan sa kapatid","2019-03-26 16:32 +0000","144.0","1.0","0.006944444444444444","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1110484065847664651","https://twitter.com/aaronlouie_ml/status/1110484065847664651","di ko malasahan niluto ko. may sipon nga pala ako hay","2019-03-26 10:10 +0000","139.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1110459703627177984","https://twitter.com/aaronlouie_ml/status/1110459703627177984","*hinga nang malalim

Ayokongmakitasamgamatamonanalulungkotkakayagumawanaakongparaanupangmapawiangkalungkutankesanamanlagikangnagkakaganyanayokonamannaikawaymasajtanramdamkoangpakiramdamnanahihirapankayanamanayawkonangiparamdamsayo","2019-03-26 08:33 +0000","147.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1110444113642422277","https://twitter.com/aaronlouie_ml/status/1110444113642422277","ops di ko maaccess up mail ko. di ako makapag sp hahahahehehe alam na","2019-03-26 07:31 +0000","174.0","1.0","0.005747126436781609","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1110441027439988737","https://twitter.com/aaronlouie_ml/status/1110441027439988737","https://t.co/qogJzcOrx3 this is so underrated HAHA","2019-03-26 07:19 +0000","126.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1110440274012987392","https://twitter.com/aaronlouie_ml/status/1110440274012987392","@karlganda_ @jlarenc  very strong","2019-03-26 07:16 +0000","44.0","2.0","0.045454545454545456","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1110440118949564417","https://twitter.com/aaronlouie_ml/status/1110440118949564417","ayaw naman magloading ng liham shit","2019-03-26 07:15 +0000","124.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
